YMR056C	AAC1
YLL021W	FUS6
YLL021W	PEA1
YCL054W	YCL054W
YFL002C	YFL002C
YJR010C-A	YJR010C-A
YGL093W	YGL093W
YDR356W	YDR356W
YDR356W	NUF1
YDR356W	XCM1
YDR201W	YDR201W
YML055W	YML055W
YML055W	SPY1
YMR117C	YMR117C
YER018C	YER018C
YPL124W	YPL124W
YPL124W	LPH3
YPL124W	NIP29
YLR066W	YLR066W
YKR037C	YKR037C
YKL042W	YKL042W
YAL047C	YAL047C
YAL047C	LDB4
YHR172W	YHR172W
YNL126W	YNL126W
YKL184W	YKL184W
YKL184W	ORD1
YKL184W	SPE10
YOL052C	YOL052C
YPR069C	YPR069C
YLR146C	YLR146C
YEL031W	YEL031W
YEL031W	COD1
YEL031W	PER9
YEL031W	PIO1
YGR236C	YGR236C
YDR504C	YDR504C
YMR107W	YMR107W
YMR191W	YMR191W
YLR313C	YLR313C
YLR313C	YLR312C-B
YER150W	YER150W
YHR136C	YHR136C
YPR133C	YPR133C
YPR133C	IWS1
YNL012W	YNL012W
YHL022C	YHL022C
YHR152W	YHR152W
YHR014W	YHR014W
YKR031C	YKR031C
YKR031C	PLD1
YHR153C	YHR153C
YPL130W	YPL130W
YMR017W	YMR017W
YMR017W	DBI9
YOL091W	YOL091W
YOL091W	MPC70
YIL073C	YIL073C
YIL073C	ZIP4
YBR250W	YBR250W
YAL009W	YAL009W
YDR104C	YDR104C
YER046W	YER046W
YGL170C	YGL170C
YLL005C	YLL005C
YLR341W	YLR341W
YPL138C	YPL138C
YPL138C	CPS40
YPL138C	SAF41
YOR148C	YOR148C
YBR152W	YBR152W
YLR424W	YLR424W
YLR424W	CCF8
YLR424W	NTR1
YDR464W	YDR464W
YOR190W	YOR190W
YOR190W	SSG1
YDR218C	YDR218C
YGR059W	YGR059W
YER115C	YER115C
YDR523C	YDR523C
YHR139C	YHR139C
YNL204C	YNL204C
YNL204C	SPX18
YNL202W	YNL202W
YNL202W	SPX19
YDR522C	YDR522C
YCL048W	YCL048W
YOR313C	YOR313C
YJL127C	YJL127C
YJL127C	CRE1
YJL127C	SUD1
YPL175W	YPL175W
YPL175W	CWH6
YPL175W	GPI3
YER148W	YER148W
YER148W	BTF1
YER148W	TBP1
YGL207W	YGL207W
YGL207W	CDC68
YGL207W	SSF1
YER161C	YER161C
YER161C	EXA1
YER161C	SIN1
YOL148C	YOL148C
YOL148C	ADA5
YMR179W	YMR179W
YKL020C	YKL020C
YDR392W	YDR392W
YGR063C	YGR063C
YML010W	YML010W
YGR116W	YGR116W
YGR116W	CRE2
YGR116W	SSN20
YBR081C	YBR081C
YBR081C	GIT2
YLR055C	YLR055C
YNL224C	YNL224C
YIR012W	YIR012W
YHR041C	YHR041C
YHR041C	HRS2
YHR041C	MED20
YER022W	YER022W
YER022W	MED17
YGR104C	YGR104C
YGR104C	MED18
YBR253W	YBR253W
YBR253W	MED22
YDR308C	YDR308C
YDR308C	MED21
YCR081W	YCR081W
YCR081W	GIG1
YCR081W	MED12
YCR081W	NUT6
YCR081W	SSN5
YCR081W	YCR080W
YML034W	YML034W
YML034W	HEH1
YML034W	YML033W
YCR018C	YCR018C
YOR247W	YOR247W
YLR082C	YLR082C
YKR091W	YKR091W
YGL097W	YGL097W
YGL097W	MTR1
YGL097W	PRP20
YLR119W	YLR119W
YLR119W	SRN10
YLR119W	VPS37
YPR032W	YPR032W
YPR032W	SNI1
YPR032W	SOP1
YBL106C	YBL106C
YBL106C	SNI2
YBL106C	SOP2
YCL037C	YCL037C
YNL189W	YNL189W
YNL189W	KAP60
YNL189W	SCM1
YDR292C	YDR292C
YKL154W	YKL154W
YDL092W	YDL092W
YKL122C	YKL122C
YKR092C	YKR092C
YPR088C	YPR088C
YPR088C	SRH1
YPL243W	YPL243W
YPL210C	YPL210C
YJL092W	YJL092W
YJL092W	HPR5
YJL092W	RADH
YJL092W	RADH1
YMR101C	YMR101C
YNL138W	YNL138W
YNL138W	CAP
YKL086W	YKL086W
YKL218C	YKL218C
YAL005C	YAL005C
YAL005C	YG100
YLL024C	YLL024C
YLL024C	YG102
YBL075C	YBL075C
YBL075C	YG106
YER103W	YER103W
YER103W	YG107
YDL229W	YDL229W
YDL229W	YG101
YNL209W	YNL209W
YNL209W	YG103
YJR045C	YJR045C
YJR045C	ENS1
YJR045C	MTHSP70
YDR293C	YDR293C
YDR293C	CLA1
YDR293C	MCS1
YDR293C	RLT1
YDR293C	SRK1
YPL106C	YPL106C
YPL106C	LPG3
YPL106C	MSI3
YBR169C	YBR169C
YHR066W	YHR066W
YDR312W	YDR312W
YBR283C	YBR283C
YKL124W	YKL124W
YKL124W	MLF4
YLR006C	YLR006C
YNR031C	YNR031C
YCR073C	YCR073C
YLR005W	YLR005W
YIL143C	YIL143C
YIL143C	LOM3
YIL143C	RAD25
YIL030C	YIL030C
YIL030C	DOA10
YIL030C	KIS3
YDR443C	YDR443C
YDR443C	MED13
YDR443C	NUT8
YDR443C	RYE3
YDR443C	SCA1
YDR443C	SRB9
YDR443C	UME2
YPL042C	YPL042C
YPL042C	CDK8
YPL042C	GIG2
YPL042C	NUT7
YPL042C	RYE5
YPL042C	SRB10
YPL042C	UME5
YNL025C	YNL025C
YNL025C	CYCC
YNL025C	GIG3
YNL025C	NUT9
YNL025C	RYE2
YNL025C	SRB11
YNL025C	UME3
YPL232W	YPL232W
YMR183C	YMR183C
YHR184W	YHR184W
YHR184W	SPO3
YLR250W	YLR250W
YOR242C	YOR242C
YLR369W	YLR369W
YLR369W	SSC2
YDR086C	YDR086C
YLR452C	YLR452C
YPL092W	YPL092W
YPL092W	LPG16
YNL222W	YNL222W
YDR160W	YDR160W
YDR160W	SHR10
YJL156C	YJL156C
YHR064C	YHR064C
YHR064C	PDR13
YNL309W	YNL309W
YMR053C	YMR053C
YDR169C	YDR169C
YMR019W	YMR019W
YHR178W	YHR178W
YKL072W	YKL072W
YOR047C	YOR047C
YOR047C	MSN3
YOR047C	SFS3
YLR362W	YLR362W
YHR084W	YHR084W
YOR219C	YOR219C
YOR219C	YCI1
YDR410C	YDR410C
YJR086W	YJR086W
YFL026W	YFL026W
YHL007C	YHL007C
YLR389C	YLR389C
YJR117W	YJR117W
YJR117W	AFC1
YJR117W	PIO2
YKL178C	YKL178C
YKL178C	DAF2
YOR212W	YOR212W
YOR212W	HMD2
YDR103W	YDR103W
YDR103W	HMD3
YDR103W	NUL3
YCL032W	YCL032W
YKL209C	YKL209C
YDL159W	YDL159W
YDL130W-A	YDL130W-A
YDL130W-A	AIS2
YGR008C	YGR008C
YIL126W	YIL126W
YIL126W	NPS1
YOR027W	YOR027W
YDR536W	YDR536W
YLR150W	YLR150W
YLR150W	MPT4
YDR082W	YDR082W
YMR125W	YMR125W
YMR125W	CBC1
YMR125W	CBP80
YMR125W	GCR3
YMR125W	SUT1
YDR463W	YDR463W
YDR463W	BAP1
YDR463W	SSY2
YHR006W	YHR006W
YCL008C	YCL008C
YCL008C	VPS23
YLR375W	YLR375W
YDL048C	YDL048C
YJR130C	YJR130C
YGL184C	YGL184C
YIR011C	YIR011C
YIR011C	DBF8
YIR011C	SSM5
YGL022W	YGL022W
YLR305C	YLR305C
YBL034C	YBL034C
YLR045C	YLR045C
YMR054W	YMR054W
YGL169W	YGL169W
YPR086W	YPR086W
YPR086W	SOH4
YMR039C	YMR039C
YMR039C	TSP1
YDL084W	YDL084W
YIL162W	YIL162W
YPR151C	YPR151C
YNL244C	YNL244C
YNL244C	MOF2
YNL244C	RFR1
YJR007W	YJR007W
YPL237W	YPL237W
YBR294W	YBR294W
YBR294W	SFP2
YLR092W	YLR092W
YDR310C	YDR310C
YNL066W	YNL066W
YNL066W	SCW3
YDR172W	YDR172W
YDR172W	GST1
YDR172W	PNM2
YDR172W	SAL3
YDR172W	SUF12
YDR172W	SUP2
YDR172W	SUP36
YDR172W	[PSI(+)]
YDR172W	[PSI]
YBR143C	YBR143C
YBR143C	SAL4
YBR143C	SUP1
YBR143C	SUP47
YPL057C	YPL057C
YPL057C	BCL21
YPL057C	CSG1
YPL057C	LPE15
YDR297W	YDR297W
YDR297W	SYR2
YLR372W	YLR372W
YLR372W	APA1
YLR372W	ELO3
YLR372W	SRE1
YLR372W	VBM1
YML052W	YML052W
YBR111W-A	YBR111W-A
YGL162W	YGL162W
YPR009W	YPR009W
YPL029W	YPL029W
YPL029W	LPB2
YDR346C	YDR346C
YDR346C	SGI1
YPL032C	YPL032C
YHR181W	YHR181W
YHR181W	ERV26
YPL163C	YPL163C
YDR320C	YDR320C
YDR320C	AUX1
YDR320C	BUD24
YAL011W	YAL011W
YAL011W	SWC1
YGR002C	YGR002C
YGR002C	EAF2
YGR002C	GOD1
YBR231C	YBR231C
YBR231C	AOR1
YLR385C	YLR385C
YLR385C	AWS1
YAR003W	YAR003W
YAR003W	CPS50
YAR003W	FUN16
YAR003W	SAF49
YKL018W	YKL018W
YKL018W	CPS35
YKL018W	SAF37
YBR175W	YBR175W
YBR175W	CPS30
YBR175W	SAF35
YJL187C	YJL187C
YJL187C	WEE1
YDR126W	YDR126W
YDR126W	PSL10
YAR042W	YAR042W
YAR042W	OSH1
YAR042W	YAR044W
YPL016W	YPL016W
YPL016W	ADR6
YPL016W	GAM3
YPL016W	LPA1
YJL176C	YJL176C
YJL176C	TYE2
YER111C	YER111C
YER111C	ART1
YDR146C	YDR146C
YLR182W	YLR182W
YLR182W	PSL8
YLR182W	SDS11
YDR260C	YDR260C
YMR149W	YMR149W
YFL049W	YFL049W
YDR334W	YDR334W
YNL081C	YNL081C
YOR166C	YOR166C
YDR395W	YDR395W
YDR395W	KAP108
YOR179C	YOR179C
YDR416W	YDR416W
YDR416W	NTC90
YGR129W	YGR129W
YGR129W	NTC31
YIL047C	YIL047C
YPL105C	YPL105C
YLR251W	YLR251W
YAL014C	YAL014C
YAL014C	SLT2
YAL014C	UIP2
YCR030C	YCR030C
YCR030C	YCR029C-A
YJL004C	YJL004C
YPR095C	YPR095C
YGL243W	YGL243W
YJL035C	YJL035C
YLR316C	YLR316C
YGR274C	YGR274C
YGR274C	TAF130
YGR274C	TAF145
YDR167W	YDR167W
YDR167W	TAF23
YDR167W	TAF25
YML015C	YML015C
YML015C	TAF40
YDR145W	YDR145W
YDR145W	TAF61
YDR145W	TAF68
YML098W	YML098W
YML098W	FUN81
YML098W	TAF19
YPL129W	YPL129W
YPL129W	ANC1
YPL129W	SWP29
YPL129W	TAF30
YPL129W	TFG3
YCR042C	YCR042C
YCR042C	TAF150
YCR042C	TSM1
YPL011C	YPL011C
YPL011C	TAF47
YMR005W	YMR005W
YMR005W	MPT1
YMR005W	TAF48
YMR005W	TSG2
YBR198C	YBR198C
YBR198C	TAF90
YGL112C	YGL112C
YGL112C	TAF60
YMR227C	YMR227C
YMR227C	TAF67
YML114C	YML114C
YML114C	TAF65
YMR236W	YMR236W
YMR236W	TAF17
YCR060W	YCR060W
YJR046W	YJR046W
YJR046W	CDT1
YJR046W	SID2
YPR048W	YPR048W
YLR354C	YLR354C
YGR046W	YGR046W
YGR046W	MMP37
YGL232W	YGL232W
YIL129C	YIL129C
YIL129C	PAG1
YMR028W	YMR028W
YLR154W-C	YLR154W-C
YLR154W-C	YLR154W-A
YBR069C	YBR069C
YBR069C	TAP1
YBR069C	VAP1
YOL020W	YOL020W
YOL020W	LTG3
YOL020W	SAB2
YOL020W	SCM2
YOL020W	TAP2
YJL083W	YJL083W
YPR140W	YPR140W
YPL128C	YPL128C
YPL128C	LPI16
YBR150C	YBR150C
YOR086C	YOR086C
YNL087W	YNL087W
YML072C	YML072C
YBR044C	YBR044C
YPL180W	YPL180W
YDR212W	YDR212W
YDR212W	CCT1
YJL052W	YJL052W
YJL052W	GLD3
YJR009C	YJR009C
YJR009C	GLD2
YGR192C	YGR192C
YGR192C	GLD1
YGR192C	HSP35
YGR192C	HSP36
YGR192C	SSS2
YBR223C	YBR223C
YOR337W	YOR337W
YBR083W	YBR083W
YBR083W	ROC1
YIL039W	YIL039W
YPR080W	YPR080W
YPR080W	EF-1 ALPHA
YBR118W	YBR118W
YBR118W	EF-1 ALPHA
YKL081W	YKL081W
YKL081W	EFC1
YBL088C	YBL088C
YGR099W	YGR099W
YML064C	YML064C
YLR010C	YLR010C
YNL128W	YNL128W
YJR019C	YJR019C
YJR019C	PTE1
YNL253W	YNL253W
YKL028W	YKL028W
YKR062W	YKR062W
YDR311W	YDR311W
YPL122C	YPL122C
YDR460W	YDR460W
YDR460W	RIG2
YPR056W	YPR056W
YDR079C-A	YDR079C-A
YBR123C	YBR123C
YAL001C	YAL001C
YAL001C	FUN24
YAL001C	TSV115
YGR047C	YGR047C
YGR047C	PCF1
YDR362C	YDR362C
YOR110W	YOR110W
YPL007C	YPL007C
YGR186W	YGR186W
YGR186W	RAP74
YGR186W	SSU71
YGR005C	YGR005C
YDL185W	YDL185W
YDL185W	CLS8
YDL185W	VMA1
YPL234C	YPL234C
YPL234C	CLS9
YPL234C	VMA11
YLR178C	YLR178C
YLR178C	DKA1
YKL140W	YKL140W
YKL140W	YKL5
YDR058C	YDR058C
YMR313C	YMR313C
YKR089C	YKR089C
YKR089C	STC1
YOR081C	YOR081C
YOR081C	STC2
YPL157W	YPL157W
YGR024C	YGR024C
YJR156C	YJR156C
YNL332W	YNL332W
YDL244W	YDL244W
YBR240C	YBR240C
YBR240C	PHO6
YBR240C	PHOF
YOL055C	YOL055C
YPL258C	YPL258C
YPR121W	YPR121W
YDL080C	YDL080C
YDL080C	KID1
YGR144W	YGR144W
YGR144W	ESP35
YGR144W	MOL1
YFL058W	YFL058W
YPL214C	YPL214C
YLR237W	YLR237W
YLR237W	THI10
YOR192C	YOR192C
YLR004C	YLR004C
YDR438W	YDR438W
YOR143C	YOR143C
YER063W	YER063W
YNL139C	YNL139C
YNL139C	LDB5
YNL139C	RLR1
YNL139C	ZRG13
YOL072W	YOL072W
YOL072W	BUD29
YHR167W	YHR167W
YHR025W	YHR025W
YCR053W	YCR053W
YIL078W	YIL078W
YIL144W	YIL144W
YIL144W	HEC1
YIL144W	NDC80
YKR059W	YKR059W
YMR260C	YMR260C
YJL138C	YJL138C
YPR163C	YPR163C
YPR163C	RBL3
YPR163C	STM1
YMR146C	YMR146C
YDR429C	YDR429C
YGR162W	YGR162W
YGL049C	YGL049C
YPR041W	YPR041W
YPR041W	SUI5
YPR016C	YPR016C
YPR016C	CDC95
YDR322C-A	YDR322C-A
YDR322C-A	ATP21
YGR181W	YGR181W
YJL143W	YJL143W
YJL143W	MIM17
YJL143W	MPI2
YJL143W	SMS1
YOR297C	YOR297C
YGR033C	YGR033C
YGR033C	FMP17
YDL217C	YDL217C
YNR017W	YNR017W
YNR017W	MAS6
YNR017W	MIM23
YNR017W	MPI3
YIL022W	YIL022W
YIL022W	ISP45
YIL022W	MIM44
YIL022W	MPI1
YPL063W	YPL063W
YJL054W	YJL054W
YJR135W-A	YJR135W-A
YEL020W-A	YEL020W-A
YBR067C	YBR067C
YGL145W	YGL145W
YGL145W	TIP1
YPR040W	YPR040W
YER011W	YER011W
YER011W	SRP1
YOR010C	YOR010C
YOR010C	SRP2
YIL011W	YIL011W
YIL011W	YIB1
YOR009W	YOR009W
YLR136C	YLR136C
YLR136C	CTH2
YPR074C	YPR074C
YBR117C	YBR117C
YDR468C	YDR468C
YOL018C	YOL018C
YLR327C	YLR327C
YLR327C	RBF9
YIL137C	YIL137C
YIL137C	RBF108
YOR252W	YOR252W
YOR252W	RBF17
YDL110C	YDL110C
YKL056C	YKL056C
YKL056C	MMI1
YKL056C	RBF18
YER007C-A	YER007C-A
YER007C-A	RBF20
YJR014W	YJR014W
YJR014W	RBF22
YMR269W	YMR269W
YMR269W	YMR268W-A
YMR226C	YMR226C
YOR091W	YOR091W
YOR091W	RBF46
YDR117C	YDR117C
YDR117C	RBF64
YLR262C-A	YLR262C-A
YLR262C-A	RBF7
YDR107C	YDR107C
YER113C	YER113C
YDR105C	YDR105C
YER175C	YER175C
YER175C	TAM1
YGR260W	YGR260W
YOR194C	YOR194C
YKL058W	YKL058W
YNL273W	YNL273W
YKR010C	YKR010C
YJL093C	YJL093C
YJL093C	DUK1
YJL093C	YKC1
YJL093C	YORK
YJL093C	YPK1
YDR457W	YDR457W
YGR082W	YGR082W
YGR082W	MAS20
YGR082W	MOM19
YNL131W	YNL131W
YNL131W	MAS17
YNL131W	MAS22
YNL131W	MOM22
YMR203W	YMR203W
YMR203W	ISP42
YMR203W	MOM38
YPR133W-A	YPR133W-A
YPR133W-A	MOM8A
YOR045W	YOR045W
YOR045W	ISP6
YOR045W	MOM8B
YNL070W	YNL070W
YNL070W	MOM7
YNL070W	YOK22
YNL121C	YNL121C
YNL121C	MAS70
YNL121C	MOM72
YNL121C	OMP1
YHR117W	YHR117W
YHR117W	TOM72
YOL006C	YOL006C
YOL006C	MAK1
YOL006C	MAK17
YNL088W	YNL088W
YNL088W	TOR3
YNL088W	TRF3
YLR234W	YLR234W
YLR234W	EDR1
YJR066W	YJR066W
YJR066W	DRR1
YKL203C	YKL203C
YKL203C	DRR2
YBR162C	YBR162C
YGR221C	YGR221C
YGL179C	YGL179C
YLR183C	YLR183C
YGL096W	YGL096W
YER049W	YER049W
YGR096W	YGR096W
YAL016W	YAL016W
YAL016W	FUN32
YDR050C	YDR050C
YJL164C	YJL164C
YJL164C	PKA1
YJL164C	SRA3
YPL203W	YPL203W
YPL203W	PKA2
YPL203W	PKA3
YPL203W	YKR1
YKL166C	YKL166C
YNL079C	YNL079C
YIL138C	YIL138C
YGL186C	YGL186C
YLL028W	YLL028W
YGR138C	YGR138C
YPR156C	YPR156C
YOR273C	YOR273C
YKL174C	YKL174C
YMR156C	YMR156C
YBR126C	YBR126C
YBR126C	BYP1
YBR126C	CIF1
YBR126C	FDP1
YBR126C	GGS1
YBR126C	GLC6
YBR126C	TSS1
YDR074W	YDR074W
YDR074W	HOG2
YDR074W	PFK3
YMR261C	YMR261C
YOL102C	YOL102C
YHR099W	YHR099W
YPL176C	YPL176C
YOR256C	YOR256C
YNL299W	YNL299W
YMR233W	YMR233W
YJL129C	YJL129C
YKR050W	YKR050W
YKR050W	RPD2
YJL087C	YJL087C
YJL087C	LIG1
YJL087C	RLG1
YDR120C	YDR120C
YOL093W	YOL093W
YOL124C	YOL124C
YNR046W	YNR046W
YML005W	YML005W
YML005W	TYW2
YOL125W	YOL125W
YKR056W	YKR056W
YKR056W	NUC2
YKR056W	NUD1
YKR056W	RNC1
YDL112W	YDL112W
YPL030W	YPL030W
YHR070W	YHR070W
YBR061C	YBR061C
YDL201W	YDL201W
YDR165W	YDR165W
YML014W	YML014W
YML014W	KTI1
YDR007W	YDR007W
YER090W	YER090W
YKL211C	YKL211C
YDR354W	YDR354W
YGL026C	YGL026C
YDR353W	YDR353W
YHR106W	YHR106W
YDR407C	YDR407C
YMR218C	YMR218C
YBR254C	YBR254C
YDR246W	YDR246W
YDR472W	YDR472W
YOR115C	YOR115C
YLR043C	YLR043C
YLR043C	LMA1
YGR209C	YGR209C
YGR209C	LMA1
YCR083W	YCR083W
YKR079C	YKR079C
YML028W	YML028W
YML028W	TPX1
YML028W	ZRG14
YDR453C	YDR453C
YBR265W	YBR265W
YER093C	YER093C
YER093C	AVO3
YDL015C	YDL015C
YBR058C-A	YBR058C-A
YML100W	YML100W
YDL060W	YDL060W
YLR435W	YLR435W
YOR006C	YOR006C
YOL022C	YOL022C
YML085C	YML085C
YFL037W	YFL037W
YFL037W	ARM10
YFL037W	SHE8
YML124C	YML124C
YLR212C	YLR212C
YOR187W	YOR187W
YKL034W	YKL034W
YCR084C	YCR084C
YCR084C	AAR1
YCR084C	AER2
YCR084C	AMM1
YCR084C	CRT4
YCR084C	CYC9
YCR084C	FLK1
YCR084C	ROX4
YCR084C	SFL2
YCR084C	UMR7
YLR425W	YLR425W
YLR425W	SOP10
YDR100W	YDR100W
YMR071C	YMR071C
YDR084C	YDR084C
YKR088C	YKR088C
YGR080W	YGR080W
YOR344C	YOR344C
YOR344C	SGC1
YBR166C	YBR166C
YGR185C	YGR185C
YGR185C	TTS1
YGR185C	TYRRS
YPL207W	YPL207W
YGL050W	YGL050W
YOR295W	YOR295W
YKL210W	YKL210W
YDR390C	YDR390C
YDR390C	UAL1
YPR066W	YPR066W
YHR111W	YHR111W
YHR111W	YHR1
YDR177W	YDR177W
YOR339C	YOR339C
YLR306W	YLR306W
YDR092W	YDR092W
YBR082C	YBR082C
YDR059C	YDR059C
YER100W	YER100W
YER100W	DOA2
YMR022W	YMR022W
YMR022W	QRI8
YEL012W	YEL012W
YEL012W	GID3
YDL064W	YDL064W
YLL039C	YLL039C
YLL039C	SCD2
YLL039C	UB14
YDL122W	YDL122W
YNL186W	YNL186W
YNL186W	DOT4
YKR098C	YKR098C
YJL197W	YJL197W
YBL067C	YBL067C
YBR058C	YBR058C
YBR058C	GID6
YMR304W	YMR304W
YPL072W	YPL072W
YOR124C	YOR124C
YER151C	YER151C
YER144C	YER144C
YFR010W	YFR010W
YIL156W	YIL156W
YMR223W	YMR223W
YER098W	YER098W
YGR184C	YGR184C
YGR184C	PTR1
YLR024C	YLR024C
YBR165W	YBR165W
YML013W	YML013W
YML013W	SEL1
YDL091C	YDL091C
YMR067C	YMR067C
YMR067C	CUI1
YDR330W	YDR330W
YJL048C	YJL048C
YJL048C	CUI2
YBR273C	YBR273C
YBR273C	CUI3
YGR048W	YGR048W
YDL190C	YDL190C
YKL010C	YKL010C
YOR075W	YOR075W
YOR075W	YOR29-26
YML088W	YML088W
YGR019W	YGR019W
YBR006W	YBR006W
YBR006W	UGA5
YDL170W	YDL170W
YDL210W	YDL210W
YDR470C	YDR470C
YKL035W	YKL035W
YDL169C	YDL169C
YAR027W	YAR027W
YPL186C	YPL186C
YKR044W	YKR044W
YPL003W	YPL003W
YPL003W	ENR2
YPL020C	YPL020C
YPL020C	NIB1
YIL031W	YIL031W
YIL031W	SMT4
YOR191W	YOR191W
YOR191W	DIS1
YOR191W	RIS1
YOR191W	TID4
YPL139C	YPL139C
YPL139C	WTM3
YDR207C	YDR207C
YDR207C	CAR80
YDR207C	NIM2
YDR207C	RIM16
YBR173C	YBR173C
YBR173C	RNS2
YML021C	YML021C
YDR213W	YDR213W
YDR213W	MOX4
YGR072W	YGR072W
YGR072W	SUA6
YLR193C	YLR193C
YKL216W	YKL216W
YMR271C	YMR271C
YJL130C	YJL130C
YEL021W	YEL021W
YLR420W	YLR420W
YML106W	YML106W
YML106W	PYR5
YKL024C	YKL024C
YKL024C	SOC8
YBL039C	YBL039C
YJR103W	YJR103W
YKL014C	YKL014C
YKL014C	NPA1
YJR041C	YJR041C
YJR041C	NPA2
YDR520C	YDR520C
YNL229C	YNL229C
YNL229C	[URE3]
YDR400W	YDR400W
YNR012W	YNR012W
YIL008W	YIL008W
YPR152C	YPR152C
YML029W	YML029W
YGL098W	YGL098W
YGL098W	SLT1
YDL058W	YDL058W
YDL058W	INT1
YPL230W	YPL230W
YKR042W	YKR042W
YJL109C	YJL109C
YKL099C	YKL099C
YLR222C	YLR222C
YML093W	YML093W
YMR093W	YMR093W
YJL069C	YJL069C
YBL004W	YBL004W
YLR409C	YLR409C
YGR090W	YGR090W
YOR004W	YOR004W
YKR060W	YKR060W
YDR324C	YDR324C
YDR398W	YDR398W
YDR449C	YDR449C
YER082C	YER082C
YER082C	KRE31
YGR128C	YGR128C
YHR196W	YHR196W
YJR049C	YJR049C
YEL040W	YEL040W
YEL040W	CRH2
YEL038W	YEL038W
YEL035C	YEL035C
YEL005C	YEL005C
YEL005C	VAB31
YLR386W	YLR386W
YCL063W	YCL063W
YCL063W	YCL062W
YNL054W	YNL054W
YEL013W	YEL013W
YEL013W	YEB3
YOR068C	YOR068C
YOR068C	YOR29-19
YOR106W	YOR106W
YOR106W	PTH1
YDL077C	YDL077C
YDL077C	CVT4
YDL077C	VPL18
YDL077C	VPL22
YDL077C	VPS39
YGL212W	YGL212W
YGL212W	VPS43
YML115C	YML115C
YML115C	LDB13
YML115C	VRG7
YML115C	VRG8
Q0140	Q0140
Q0140	VARI
YGR094W	YGR094W
YMR088C	YMR088C
YBR293W	YBR293W
YCL069W	YCL069W
YDR119W	YDR119W
YKR105C	YKR105C
YDL128W	YDL128W
YDL128W	HUM1
YDL128W	MNR1
YGL258W	YGL258W
YIL056W	YIL056W
YDR247W	YDR247W
YIL135C	YIL135C
YOR054C	YOR054C
YOR054C	YOR29-05
YGR065C	YGR065C
YLR373C	YLR373C
YBR105C	YBR105C
YBR105C	GID4
YNL212W	YNL212W
YIL017C	YIL017C
YIL017C	GID5
YIL017C	YIL017W
YGL227W	YGL227W
YGL227W	GID1
YPL253C	YPL253C
YLR410W	YLR410W
YHR039C-A	YHR039C-A
YHR039C-A	YHR039BC
YHR039C-A	YHR039C-B
YPR036W	YPR036W
YPR036W	CLS11
YBR127C	YBR127C
YBR127C	ATPSV
YBR127C	VAT2
YGR105W	YGR105W
YHR060W	YHR060W
YHR060W	CEV1
YHR060W	VPH6
YOR332W	YOR332W
YKL080W	YKL080W
YKL080W	CSL5
YKL080W	VAT3
YLR447C	YLR447C
YGR020C	YGR020C
YEL051W	YEL051W
YCL005W-A	YCL005W-A
YCL005W-A	CWH36
YCL005W-A	LDB10
YHL035C	YHL035C
YNL321W	YNL321W
YGR106C	YGR106C
YOR270C	YOR270C
YKL119C	YKL119C
YKL119C	CLS10
YKL119C	VMA12
YKR001C	YKR001C
YKR001C	GRD1
YKR001C	LAM1
YKR001C	SPO15
YKR001C	VPL1
YKR001C	VPT26
YLL040C	YLL040C
YLL040C	SOI1
YLL040C	VPT2
YBR097W	YBR097W
YBR097W	GRD8
YBR097W	VAC4
YBR097W	VPL19
YPL045W	YPL045W
YPL045W	SVL6
YPL045W	VAM9
YPL045W	VPT16
YOR132W	YOR132W
YOR132W	PEP21
YMR077C	YMR077C
YMR077C	CHM6
YMR077C	VPL10
YMR077C	VPT20
YOR089C	YOR089C
YOR089C	VPS12
YOR089C	VPT12
YOR089C	YPT21
YOR089C	YPT51
YKL041W	YKL041W
YKL041W	DID3
YJR102C	YJR102C
YJR102C	VPT25
YNR006W	YNR006W
YNR006W	DID7
YNR006W	GRD11
YNR006W	SSV17
YNR006W	VPL23
YNR006W	VPT27
YPL065W	YPL065W
YPL065W	VPT28
YHR012W	YHR012W
YHR012W	PEP11
YDR495C	YDR495C
YDR495C	PEP6
YDR495C	VPL3
YDR495C	VPT17
YPL120W	YPL120W
YPL120W	APG6
YPL120W	ATG6
YPL120W	VPT30
YLR396C	YLR396C
YLR396C	CLS14
YLR396C	MET27
YLR396C	PEP14
YLR396C	SLP1
YLR396C	VAM5
YLR396C	VPL25
YLR396C	VPT33
YLR240W	YLR240W
YLR240W	END12
YLR240W	PEP15
YLR240W	VPL7
YLR240W	VPT29
YJL154C	YJL154C
YJL154C	GRD9
YJL154C	VPT7
YLR417W	YLR417W
YLR417W	GRD12
YLR417W	VAC3
YLR417W	VPL11
YLR360W	YLR360W
YLR360W	VPL17
YPR173C	YPR173C
YPR173C	CSC1
YPR173C	DID6
YPR173C	END13
YPR173C	GRD13
YPR173C	VPL4
YPR173C	VPT10
YDR080W	YDR080W
YDR080W	CVT8
YDR080W	FET2
YDR080W	SVL2
YDR080W	VAM2
YDR080W	VPL20
YGL095C	YGL095C
YGL095C	STT10
YGL095C	VPL28
YOR069W	YOR069W
YOR069W	GRD2
YOR069W	PEP10
YOR069W	VPT5
YOR069W	YOR29-20
YKR020W	YKR020W
YKR020W	API3
YKR020W	VPS67
YKR020W	WHI6
YDR484W	YDR484W
YDR484W	SAC2
YJL029C	YJL029C
YDR027C	YDR027C
YDR027C	CGP1
YDR027C	LUV1
YDR027C	TCS3
YJR044C	YJR044C
